TP_SUBSTANCIA,NU_LMR,DS_INGREDIENTE_ATIVO,ST_AUTORIZADO,NO_CULTURA,NO_UNIDADE_MEDIDA,DT_INICIO_VIGENCIA
quimico,0.1,iprodiona,sim,grão-de-bico,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,2.0,iprodiona,sim,pitanga,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,1.0,iprodiona,sim,caju,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,5.0,iprodiona,sim,ameixa,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,1.0,iprodiona,sim,cenoura,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,metsulfurom metílico,sim,cana-de-açúcar,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,2.0,iprodiona,sim,morango,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.5,flutriafol,sim,cupuaçu,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.5,flutriafol,sim,guaraná,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.1,flutriafol,sim,mandioca,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.2,fenamidona,sim,chuchu,miligrama/kilograma  ,08/07/2015 00:00:00
quimico,0.2,fenamidona,sim,quiabo,miligrama/kilograma  ,08/07/2015 00:00:00
quimico,0.2,fenamidona,sim,uva,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,1.0,fenamidona,sim,almeirão,miligrama/kilograma  ,08/07/2015 00:00:00
quimico,1.0,fenamidona,sim,chicória,miligrama/kilograma  ,08/07/2015 00:00:00
quimico,0.05,fenamidona,sim,cebola,miligrama/kilograma  ,01/12/2004 00:00:00
quimico,0.2,fenamidona,sim,jiló,miligrama/kilograma  ,08/07/2015 00:00:00
quimico,0.5,fenamidona,sim,tomate,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,fenamidona,sim,berinjela,miligrama/kilograma  ,08/07/2015 00:00:00
quimico,0.2,fenamidona,sim,pimenta,miligrama/kilograma  ,08/07/2015 00:00:00
quimico,0.2,fenamidona,sim,pimentão,miligrama/kilograma  ,08/07/2015 00:00:00
quimico,0.05,fenotiol,sim,citros,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,acetato de fentina,não,cacau,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.0,acetato de fentina,não,feijão,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.2,acetato de fentina,não,cenoura,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,acetato de fentina,não,cenoura,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.0,acetato de fentina,não,alho,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.02,acetato de fentina,não,cebola,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,acetato de fentina,não,amendoim,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.02,acetato de fentina,não,alho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,acetato de fentina,não,arroz,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,acetato de fentina,não,batata,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.0,acetato de fentina,não,batata,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.0,acetato de fentina,não,café,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.05,acetato de fentina,não,feijão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,1.0,iprodiona,sim,chicória,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,2.0,iprodiona,sim,aveia,miligrama/kilograma  ,05/10/2021 00:00:00
quimico,1.0,iprodiona,sim,alho,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,2.0,iprodiona,sim,amora,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,1.0,iprodiona,sim,goiaba,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,5.0,iprodiona,sim,nêspera,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.1,iprodiona,sim,alho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,iprodiona,sim,melão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,4.0,iprodiona,sim,pimentão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,1.0,iprodiona,sim,uva,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.06,isocicloseram,sim,abóbora,miligrama/kilograma  ,09/29/2023 00:00:00
quimico,0.3,isocicloseram,sim,centeio,miligrama/kilograma  ,09/29/2023 00:00:00
quimico,0.01,isocicloseram,sim,batata,miligrama/kilograma  ,09/29/2023 00:00:00
quimico,0.2,isocicloseram,sim,figo,miligrama/kilograma  ,03/01/2024 00:00:00
quimico,0.2,isocicloseram,sim,goiaba,miligrama/kilograma  ,03/01/2024 00:00:00
quimico,0.04,isocicloseram,sim,maçã,miligrama/kilograma  ,03/01/2024 00:00:00
quimico,0.2,isocicloseram,sim,açaí,miligrama/kilograma  ,03/01/2024 00:00:00
quimico,0.01,isocicloseram,sim,abacaxi,miligrama/kilograma  ,03/01/2024 00:00:00
quimico,0.01,isocicloseram,sim,anonáceas,miligrama/kilograma  ,03/01/2024 00:00:00
quimico,0.01,isocicloseram,sim,cacau,miligrama/kilograma  ,03/01/2024 00:00:00
quimico,2.0,isocicloseram,sim,cebolinha,miligrama/kilograma  ,03/01/2024 00:00:00
quimico,0.01,isocicloseram,sim,pitaya,miligrama/kilograma  ,03/01/2024 00:00:00
quimico,0.07,isocicloseram,sim,marmelo,miligrama/kilograma  ,03/01/2024 00:00:00
quimico,0.07,isocicloseram,sim,pêssego,miligrama/kilograma  ,03/01/2024 00:00:00
quimico,0.01,isocicloseram,sim,alho,miligrama/kilograma  ,09/29/2023 00:00:00
quimico,0.01,isocicloseram,sim,cebola,miligrama/kilograma  ,09/29/2023 00:00:00
quimico,0.05,difenoconazol,sim,triticale,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,2.0,difenoconazol,sim,pera,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.5,difenoconazol,sim,quiuí,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,3.0,difenoconazol,sim,almeirão,miligrama/kilograma  ,09/08/2022 00:00:00
quimico,3.0,difenoconazol,sim,mostarda,miligrama/kilograma  ,09/08/2022 00:00:00
quimico,0.7,difenoconazol,sim,uva,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,1.5,difenoconazol,sim,sálvia,miligrama/kilograma  ,12/01/2023 00:00:00
quimico,0.08,difenoconazol,sim,trigo,miligrama/kilograma  ,12/01/2023 00:00:00
quimico,0.01,difenoconazol,sim,brócolis,miligrama/kilograma  ,12/01/2023 00:00:00
quimico,0.01,difenoconazol,sim,couve-chinesa,miligrama/kilograma  ,12/01/2023 00:00:00
quimico,0.2,difenoconazol,sim,alho,miligrama/kilograma  ,03/01/2024 00:00:00
quimico,2.0,difenoconazol,sim,ameixa,miligrama/kilograma  ,08/08/2016 00:00:00
quimico,0.02,etofenproxi,sim,couve-de-bruxelas,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,2.0,etofenproxi,sim,figo,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.4,etofenproxi,sim,goiaba,miligrama/kilograma  ,01/08/2018 00:00:00
quimico,0.01,etofenproxi,sim,mandioquinha-salsa / batata baroa,miligrama/kilograma  ,05/28/2019 00:00:00
quimico,0.1,etofenproxi,sim,melancia,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,0.7,etofenproxi,sim,pimenta,miligrama/kilograma  ,08/05/2019 00:00:00
quimico,1.5,etofenproxi,sim,uva,miligrama/kilograma  ,07/04/2016 00:00:00
quimico,0.3,etofenproxi,sim,ameixa,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.05,etofenproxi,sim,café,miligrama/kilograma  ,02/11/2011 00:00:00
quimico,0.4,etofenproxi,sim,caju,miligrama/kilograma  ,01/08/2018 00:00:00
quimico,2.0,etofenproxi,sim,caqui,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.04,etofenproxi,sim,girassol,miligrama/kilograma  ,05/28/2019 00:00:00
quimico,0.5,etofenproxi,sim,goiaba,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,2.0,etofenproxi,sim,maçã,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,0.3,etofenproxi,sim,maracujá,miligrama/kilograma  ,08/05/2019 00:00:00
quimico,4.0,etofenproxi,sim,mostarda,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.02,espinosade,sim,uva,miligrama/kilograma  ,06/05/2017 00:00:00
quimico,0.01,espinosade,sim,abacate,miligrama/kilograma  ,07/18/2016 00:00:00
quimico,0.02,espinosade,sim,brócolis,miligrama/kilograma  ,07/18/2016 00:00:00
quimico,0.02,espinosade,sim,couve-de-bruxelas,miligrama/kilograma  ,07/18/2016 00:00:00
quimico,0.03,espinosade,sim,feijão,miligrama/kilograma  ,12/05/2007 00:00:00
quimico,0.05,espinosade,sim,maçã,miligrama/kilograma  ,04/08/2011 00:00:00
quimico,0.01,espinosade,sim,maracujá,miligrama/kilograma  ,07/18/2016 00:00:00
quimico,0.01,espinosade,sim,milho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,espinosade,sim,cebola,miligrama/kilograma  ,12/05/2007 00:00:00
quimico,0.1,espinosade,sim,tomate,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,espinosade,sim,algodão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,espinosade,sim,batata,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.02,espinosade,sim,couve,miligrama/kilograma  ,07/18/2016 00:00:00
quimico,0.02,fluasifope-p-butílico,sim,cana-de-açúcar (garapa ou caldo),miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fluasifope-p-butílico,sim,alho,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.05,fluasifope-p-butílico,sim,almeirão,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.05,fluasifope-p-butílico,sim,rúcula,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.01,fluasifope-p-butílico,sim,mandioca,miligrama/kilograma  ,11/28/2016 00:00:00
quimico,0.05,fluasifope-p-butílico,sim,alface,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.6,fluasifope-p-butílico,sim,brócolis,miligrama/kilograma  ,11/28/2016 00:00:00
quimico,0.01,fluasifope-p-butílico,sim,pepino,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.6,fluasifope-p-butílico,sim,couve-de-bruxelas,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.2,fenpropimorfe,sim,soja,miligrama/kilograma  ,02/15/2016 00:00:00
quimico,0.3,fenpropimorfe,sim,trigo,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.3,fenpropimorfe,sim,triticale,miligrama/kilograma  ,03/21/2023 00:00:00
quimico,2.0,fenpropimorfe,sim,banana,miligrama/kilograma  ,03/21/2023 00:00:00
quimico,0.3,fenpropimorfe,sim,cevada,miligrama/kilograma  ,03/21/2023 00:00:00
quimico,2.0,metam-sódico,sim,abobrinha,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.1,etofenproxi,sim,pepino,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,0.3,fenpropimorfe,sim,centeio,miligrama/kilograma  ,03/21/2023 00:00:00
quimico,0.3,espirodiclofeno,sim,romã,miligrama/kilograma  ,08/09/2024 00:00:00
quimico,1.5,espirodiclofeno,sim,soja,miligrama/kilograma  ,06/09/2025 00:00:00
quimico,0.05,espiromesifeno,sim,coco,miligrama/kilograma  ,08/08/2016 00:00:00
quimico,0.2,espiromesifeno,sim,melão,miligrama/kilograma  ,08/08/2016 00:00:00
quimico,0.6,espiromesifeno,sim,chuchu,miligrama/kilograma  ,12/18/2019 00:00:00
quimico,0.6,espiromesifeno,sim,carambola,miligrama/kilograma  ,12/23/2024 00:00:00
quimico,0.6,espiromesifeno,sim,abobrinha,miligrama/kilograma  ,12/18/2019 00:00:00
quimico,0.3,espiromesifeno,sim,figo,miligrama/kilograma  ,08/08/2016 00:00:00
quimico,0.7,espiromesifeno,sim,jiló,miligrama/kilograma  ,08/08/2016 00:00:00
quimico,0.7,espiromesifeno,sim,abacaxi,miligrama/kilograma  ,12/18/2019 00:00:00
quimico,0.1,espiromesifeno,sim,brócolis,miligrama/kilograma  ,12/18/2019 00:00:00
quimico,15.0,espiromesifeno,sim,rúcula,miligrama/kilograma  ,12/18/2019 00:00:00
quimico,0.3,espiromesifeno,sim,caqui,miligrama/kilograma  ,08/08/2016 00:00:00
quimico,15.0,espiromesifeno,sim,agrião,miligrama/kilograma  ,12/18/2019 00:00:00
quimico,15.0,espiromesifeno,sim,almeirão,miligrama/kilograma  ,12/18/2019 00:00:00
quimico,0.06,espiromesifeno,sim,grão-de-bico,miligrama/kilograma  ,12/23/2024 00:00:00
quimico,0.06,espiromesifeno,sim,lentilha,miligrama/kilograma  ,12/23/2024 00:00:00
quimico,0.6,espiromesifeno,sim,caju,miligrama/kilograma  ,12/23/2024 00:00:00
quimico,0.02,espiromesifeno,sim,batata-doce,miligrama/kilograma  ,08/08/2016 00:00:00
quimico,0.07,espiromesifeno,sim,citros,miligrama/kilograma  ,07/31/2017 00:00:00
quimico,0.02,espiromesifeno,sim,milho,miligrama/kilograma  ,02/15/2016 00:00:00
quimico,0.3,espiromesifeno,sim,tomate,miligrama/kilograma  ,09/05/2016 00:00:00
quimico,0.7,espiromesifeno,sim,abacate,miligrama/kilograma  ,12/18/2019 00:00:00
quimico,15.0,espiromesifeno,sim,acelga,miligrama/kilograma  ,12/18/2019 00:00:00
quimico,0.05,etofenproxi,sim,soja,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,epoxiconazol,sim,banana,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,epoxiconazol,sim,cana-de-açúcar,miligrama/kilograma  ,09/04/2014 00:00:00
quimico,6.0,epoxiconazol,sim,aveia,miligrama/kilograma  ,12/09/2019 00:00:00
quimico,0.05,epoxiconazol,sim,algodão,miligrama/kilograma  ,08/10/2009 00:00:00
quimico,0.2,epoxiconazol,sim,sorgo,miligrama/kilograma  ,05/15/2015 00:00:00
quimico,0.2,epoxiconazol,sim,girassol,miligrama/kilograma  ,09/04/2014 00:00:00
quimico,0.05,epoxiconazol,sim,milho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.5,epoxiconazol,sim,aveia,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,epoxiconazol,sim,mandioca,miligrama/kilograma  ,05/15/2015 00:00:00
quimico,0.05,epoxiconazol,sim,amendoim,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,epoxiconazol,sim,cacau,miligrama/kilograma  ,05/15/2015 00:00:00
quimico,0.05,epoxiconazol,sim,feijão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,fluasifope-p-butílico,sim,batata yacon,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.2,fluasifope-p-butílico,sim,cará,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.2,fluasifope-p-butílico,sim,gengibre,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.02,fluasifope-p-butílico,sim,batata,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.03,fluasifope-p-butílico,sim,cebola,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fluasifope-p-butílico,sim,repolho,miligrama/kilograma  ,05/15/2012 00:00:00
quimico,0.6,fluasifope-p-butílico,sim,repolho,miligrama/kilograma  ,11/28/2016 00:00:00
quimico,0.01,fluasifope-p-butílico,sim,chuchu,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.01,fluasifope-p-butílico,sim,maxixe,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.05,fluasifope-p-butílico,sim,acelga,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.05,fluasifope-p-butílico,sim,mostarda,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.6,fluasifope-p-butílico,sim,couve,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.2,fluasifope-p-butílico,sim,batata-doce,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.05,fluasifope-p-butílico,sim,citros,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,3.0,mandipropamida,sim,caqui,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.1,mandipropamida,sim,melão,miligrama/kilograma  ,06/18/2008 00:00:00
quimico,0.01,mandipropamida,sim,inhame,miligrama/kilograma  ,03/08/2024 00:00:00
quimico,6.0,mandipropamida,sim,almeirão,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,6.0,mandipropamida,sim,espinafre,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,6.0,mandipropamida,sim,estévia,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,6.0,mandipropamida,sim,guaraná,miligrama/kilograma  ,06/09/2025 00:00:00
quimico,6.0,mandipropamida,sim,mamão,miligrama/kilograma  ,06/09/2025 00:00:00
quimico,3.0,mandipropamida,sim,cebolinha,miligrama/kilograma  ,05/15/2012 00:00:00
quimico,0.1,mandipropamida,sim,mamão,miligrama/kilograma  ,05/15/2012 00:00:00
quimico,0.6,mandipropamida,sim,tomate,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.3,mandipropamida,sim,chuchu,miligrama/kilograma  ,04/13/2021 00:00:00
