NO_SUBSTANCIA;TP_SUBSTANCIA;NU_LMR;CO_MONOGRAFIA;DS_INGREDIENTE_ATIVO;NU_CAS;ST_AUTORIZADO;NO_CULTURA;TIPO_LIMITE;NO_VALOR_REFERENCIA;NO_UNIDADE_MEDIDA;DS_ATO_LEGAL;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA;DT_ATUALIZACAO
"LUFENUROM";"Quimico";0.0100000000;"L05";"LUFENUROM";"103055078";"SIM";"Mandioquinha-salsa / Batata Baroa";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN N° 215, DE 2 DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.0100000000;"L05";"LUFENUROM";"103055078";"SIM";"Rabanete";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN N° 215, DE 2 DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.1500000000;"L05";"LUFENUROM";"103055078";"SIM";"Aveia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 266, DE 29 DE NOVEMBRO DE 2023";"12/01/2023 00:00:00";;"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.1500000000;"L05";"LUFENUROM";"103055078";"SIM";"Centeio";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 266, DE 29 DE NOVEMBRO DE 2023";"12/01/2023 00:00:00";;"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.1500000000;"L05";"LUFENUROM";"103055078";"SIM";"Jiló";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 354, DE 26 DE MARÇO DE 2025";"03/28/2025 00:00:00";;"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.1500000000;"L05";"LUFENUROM";"103055078";"SIM";"Pimenta";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 354, DE 26 DE MARÇO DE 2025";"03/28/2025 00:00:00";;"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.1500000000;"L05";"LUFENUROM";"103055078";"SIM";"Pimentão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 354, DE 26 DE MARÇO DE 2025";"03/28/2025 00:00:00";;"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.0500000000;"L05";"LUFENUROM";"103055078";"SIM";"Trigo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"11/30/2023 00:00:00";"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.0500000000;"L05";"LUFENUROM";"103055078";"SIM";"Triticale";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE N° 1.738, DE 30 DE JUNHO DE 2016";"07/04/2016 00:00:00";"11/30/2023 00:00:00";"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.7000000000;"L05";"LUFENUROM";"103055078";"SIM";"Carambola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN Nº 190, DE 31 DE OUTUBRO DE 2022";"11/03/2022 00:00:00";;"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.0100000000;"L05";"LUFENUROM";"103055078";"SIM";"Grão-de-bico";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN Nº 146, DE 29 DE ABRIL DE 2022";"05/04/2022 00:00:00";;"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.0200000000;"L05";"LUFENUROM";"103055078";"SIM";"Castanha-do-Pará";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN N° 214, DE 1° DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.0800000000;"L05";"LUFENUROM";"103055078";"SIM";"Maxixe";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN N° 215, DE 2 DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.1500000000;"L05";"LUFENUROM";"103055078";"SIM";"Triticale";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 266, DE 29 DE NOVEMBRO DE 2023";"12/01/2023 00:00:00";;"09/24/2025 00:00:00"
"LUFENUROM";"Quimico";0.6000000000;"L05";"LUFENUROM";"103055078";"SIM";"Arroz";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 354, DE 26 DE MARÇO DE 2025";"03/28/2025 00:00:00";;"09/24/2025 00:00:00"
"BETA-CIPERMETRINA";"Quimico";0.1500000000;"C59";"BETA-CIPERMETRINA";"65731842";"SIM";"Melão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 167, DE 12 DE AGOSTO DE 2022";"08/17/2022 00:00:00";;"09/24/2025 00:00:00"
"BETA-CIPERMETRINA";"Quimico";0.0500000000;"C59";"BETA-CIPERMETRINA";"65731842";"SIM";"Alho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 167, DE 12 DE AGOSTO DE 2022";"08/17/2022 00:00:00";;"09/24/2025 00:00:00"
"BETA-CIPERMETRINA";"Quimico";0.7000000000;"C59";"BETA-CIPERMETRINA";"65731842";"SIM";"Azeitona";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN Nº 346, DE 20 DE FEVEREIRO DE 2025";"02/24/2025 00:00:00";;"09/24/2025 00:00:00"
"BETA-CIPERMETRINA";"Quimico";0.7000000000;"C59";"BETA-CIPERMETRINA";"65731842";"SIM";"Noz-pecã";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN Nº 346, DE 20 DE FEVEREIRO DE 2025";"02/24/2025 00:00:00";;"09/24/2025 00:00:00"
"BETA-CIPERMETRINA";"Quimico";0.0200000000;"C59";"BETA-CIPERMETRINA";"65731842";"SIM";"Agrião";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 2.340, DE 17 DE AGOSTO DE 2015";"08/19/2015 00:00:00";"05/27/2018 00:00:00";"09/24/2025 00:00:00"
"BETA-CIPERMETRINA";"Quimico";0.0200000000;"C59";"BETA-CIPERMETRINA";"65731842";"SIM";"Alface";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 2.340, DE 17 DE AGOSTO DE 2015";"08/19/2015 00:00:00";"05/27/2018 00:00:00";"09/24/2025 00:00:00"
"BETA-CIPERMETRINA";"Quimico";0.0200000000;"C59";"BETA-CIPERMETRINA";"65731842";"SIM";"Alho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 2.340, DE 17 DE AGOSTO DE 2015";"08/19/2015 00:00:00";"08/16/2022 00:00:00";"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";1.0000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Chicória";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 308, DE 7 DE AGOSTO DE 2024";"08/09/2024 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.1000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Manga";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO -RE N º 711, DE 28 DE FEVEREIRO DE 2013";"03/01/2013 00:00:00";"05/19/2024 00:00:00";"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.0100000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Melão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.969, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";"07/30/2017 00:00:00";"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.0100000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Pepino";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.1000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Repolho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO -RE N º 711, DE 28 DE FEVEREIRO DE 2013";"03/01/2013 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";1.0000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Romã";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.969, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.0500000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Soja";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.407, DE 19 DE JULHO DE 2010";"07/21/2010 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.0100000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Abobrinha";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.969, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.0500000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Batata-doce";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.969, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.2000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Berinjela";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.969, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";"05/19/2024 00:00:00";"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";2.0000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Cevada";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 161, DE 19 DE JANEIRO DE 2010";"01/20/2010 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.0500000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Ervilha";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.969, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.0500000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Gengibre";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.969, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.1000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Lichia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";"05/19/2024 00:00:00";"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.0500000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Cenoura";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.0500000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Chalota";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.0500000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Noz-pecã";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 238, DE 01 DE AGOSTO DE 2023";"08/02/2023 00:00:00";"05/19/2024 00:00:00";"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.2000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Noz-pecã";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN N° 300, DE 17 DE MAIO DE 2024";"05/20/2024 00:00:00";"03/27/2025 00:00:00";"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.3000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Pimenta";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN N° 300, DE 17 DE MAIO DE 2024";"05/20/2024 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";1.0000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Rúcula";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 308, DE 7 DE AGOSTO DE 2024";"08/09/2024 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.5000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Cana-de-açúcar";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN N° 214, DE 1° DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.2000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Anonáceas";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN N° 300, DE 17 DE MAIO DE 2024";"05/20/2024 00:00:00";"03/27/2025 00:00:00";"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.3000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Berinjela";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN N° 300, DE 17 DE MAIO DE 2024";"05/20/2024 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.5000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Carambola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 288, DE 20 DE MARÇO DE 2024";"03/21/2024 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.5000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Caqui";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 288, DE 20 DE MARÇO DE 2024";"03/21/2024 00:00:00";;"09/24/2025 00:00:00"
"LAMBDA-CIALOTRINA";"Quimico";0.9000000000;"C63";"LAMBDA-CIALOTRINA";"91465086";"SIM";"Anonáceas";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 354, DE 26 DE MARÇO DE 2025";"03/28/2025 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";2.0000000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Arroz";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 662, DE 11 DE FEVEREIRO DE 2021";"02/17/2021 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0500000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Algodão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"02/16/2021 00:00:00";"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0200000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Mandioca";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 5.239, DE 12 DE DEZEMBRO DE 2012";"12/13/2012 00:00:00";"05/27/2018 00:00:00";"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0500000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Feijão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 1.350, DE 25 DE MAIO DE 2018";"05/28/2018 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0500000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Beterraba";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO RE Nº 1.438, DE 8 DE ABRIL DE 2021";"04/12/2021 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0500000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Mandioquinha-salsa / Batata Baroa";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO RE Nº 1.438, DE 8 DE ABRIL DE 2021";"04/12/2021 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0500000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Grão-de-bico";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 203, DE 26 DE DEZEMBRO DE 2022";"12/28/2022 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.1500000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Algodão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 662, DE 11 DE FEVEREIRO DE 2021";"02/17/2021 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0500000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Batata-doce";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO RE Nº 1.438, DE 8 DE ABRIL DE 2021";"04/12/2021 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.5000000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Aveia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 203, DE 26 DE DEZEMBRO DE 2022";"12/28/2022 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.5000000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Centeio";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 203, DE 26 DE DEZEMBRO DE 2022";"12/28/2022 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.3000000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Café";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";2.0000000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Couve";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.121, DE 26 DE ABRIL DE 2007";"04/30/2007 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0500000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Milheto";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.121, DE 26 DE ABRIL DE 2007";"04/30/2007 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0500000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Milho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.5000000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Uva";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.121, DE 26 DE ABRIL DE 2007";"04/30/2007 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0500000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Feijões";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 203, DE 26 DE DEZEMBRO DE 2022";"12/28/2022 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0900000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Soja";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 266, DE 29 DE NOVEMBRO DE 2023";"12/01/2023 00:00:00";;"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0100000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Citros";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 4.974, DE 30 DE DEZEMBRO DE 2014";"01/02/2015 00:00:00";"05/27/2018 00:00:00";"09/24/2025 00:00:00"
"ZETA-CIPERMETRINA";"Quimico";0.0500000000;"C60";"ZETA-CIPERMETRINA";"1315501188";"SIM";"Mandioca";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 1.350, DE 25 DE MAIO DE 2018";"05/28/2018 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.1500000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Figo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 214, DE 01 DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.0100000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Batata";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 902, DE 26 DE MARÇO DE 2015";"03/27/2015 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.0100000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Brócolis";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 902, DE 26 DE MARÇO DE 2015";"03/27/2015 00:00:00";"12/12/2023 00:00:00";"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.5000000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Espinafre";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 902, DE 26 DE MARÇO DE 2015";"03/27/2015 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.0700000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Melão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 902, DE 26 DE MARÇO DE 2015";"03/27/2015 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.0700000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Pepino";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 902, DE 26 DE MARÇO DE 2015";"03/27/2015 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.1000000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Acerola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 268, DE 12 DE DEZEMBRO DE 2023";"12/13/2023 00:00:00";;"09/24/2025 00:00:00"
