NO_SUBSTANCIA;TP_SUBSTANCIA;NU_LMR;CO_MONOGRAFIA;DS_INGREDIENTE_ATIVO;NU_CAS;ST_AUTORIZADO;NO_CULTURA;TIPO_LIMITE;NO_VALOR_REFERENCIA;NO_UNIDADE_MEDIDA;DS_ATO_LEGAL;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA;DT_ATUALIZACAO
"Ciantraniliprole";"Quimico";0.0300000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Mamão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 315, DE 4 DE SETEMBRO DE 2024";"09/05/2024 00:00:00";"02/23/2025 00:00:00";"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.0600000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Pupunha";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 315, DE 4 DE SETEMBRO DE 2024";"09/05/2024 00:00:00";"02/23/2025 00:00:00";"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.5000000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Mostarda";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 354, DE 26 DE MARÇO DE 2025";"03/28/2025 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.4000000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Macadâmia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 346, DE 20 DE FEVEREIRO DE 2025";"02/24/2025 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.3000000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Pupunha";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA -IN Nº 346, DE 20 DE FEVEREIRO DE 2025";"02/24/2025 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.0500000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Cana-de-açúcar";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.1500000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Berinjela";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.0100000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Grão-de-bico";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.0700000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Melancia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 167, DE 12 DE AGOSTO DE 2022";"08/17/2022 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.3000000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Ameixa";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 214, DE 01 DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.1500000000;"C74";"Ciantraniliprole";"736994631";"SIM";"Carambola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 214, DE 01 DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"Ciantraniliprole";"Quimico";0.5000000000;"C74";"Ciantraniliprole";"736994631";"SIM";" Alho-poró";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 902, DE 26 DE MARÇO DE 2015";"03/27/2015 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINA";"Quimico";0.0500000000;"C30";"CIFLUTRINA";"68359375";"SIM";"Milho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO RE Nº 2.812, DE 15 DE JULHO DE 2021";"07/19/2021 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINA";"Quimico";0.0100000000;"C30";"CIFLUTRINA";"68359375";"SIM";"Café";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"07/18/2021 00:00:00";"09/24/2025 00:00:00"
"CIFLUTRINA";"Quimico";0.0100000000;"C30";"CIFLUTRINA";"68359375";"SIM";"Feijão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"07/18/2021 00:00:00";"09/24/2025 00:00:00"
"CIFLUTRINA";"Quimico";0.0100000000;"C30";"CIFLUTRINA";"68359375";"SIM";"Milho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"07/18/2021 00:00:00";"09/24/2025 00:00:00"
"CIFLUTRINA";"Quimico";0.1000000000;"C30";"CIFLUTRINA";"68359375";"SIM";"Feijão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO RE Nº 2.812, DE 15 DE JULHO DE 2021";"07/19/2021 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINA";"Quimico";0.0100000000;"C30";"CIFLUTRINA";"68359375";"SIM";"Amendoim";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"07/18/2021 00:00:00";"09/24/2025 00:00:00"
"CIFLUTRINA";"Quimico";0.0200000000;"C30";"CIFLUTRINA";"68359375";"SIM";"Tomate";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"07/18/2021 00:00:00";"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.0500000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Café";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 2.812, DE 15 DE JULHO DE 2021";"07/19/2021 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";1.0000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Couve";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.0500000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Milheto";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN Nº 190, DE 31 DE OUTUBRO DE 2022";"11/03/2022 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.5000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Alface";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.1000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Alho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.1000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Mandioca";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.1000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Abacaxi";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.0500000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Melão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.1000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Algodão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 2.812, DE 15 DE JULHO DE 2021";"07/19/2021 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.0500000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Milho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 2.812, DE 15 DE JULHO DE 2021";"07/19/2021 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.1000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Soja";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 2.812, DE 15 DE JULHO DE 2021";"07/19/2021 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.0500000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Trigo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 2.812, DE 15 DE JULHO DE 2021";"07/19/2021 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.0500000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Sorgo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN Nº 190, DE 31 DE OUTUBRO DE 2022";"11/03/2022 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.1000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Amendoim";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 2.812, DE 15 DE JULHO DE 2021";"07/19/2021 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.2000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Tomate";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 2.812, DE 15 DE JULHO DE 2021";"07/19/2021 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.1000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Batata";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.2000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Berinjela";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.1000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Feijão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 2.812, DE 15 DE JULHO DE 2021";"07/19/2021 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.4000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Arroz";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA Nº 141, DE 29 DE ABRIL DE 2022";"05/04/2022 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.1000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Cebola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CIFLUTRINAS (AMBOS ISÔMEROS)";"Quimico";0.3000000000;"C30/61";"CIFLUTRINAS (AMBOS ISÔMEROS)";;"SIM";"Citros";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 1.433, DE 08 DE ABRIL DE 2021";"04/13/2021 00:00:00";;"09/24/2025 00:00:00"
"CLOFENTEZINA";"Quimico";0.0000000000;"C31";"CLOFENTEZINA";"74115245";"NÃO";"Citros";"Limite de tolerância";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.967, DE 18 DE JULHO DE 2019";"07/22/2019 00:00:00";;"09/24/2025 00:00:00"
"CLORFLUAZUROM";"Quimico";0.0100000000;"C38";"CLORFLUAZUROM";"71422678";"SIM";"Ervilha";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN Nº 191, DE 31 DE OUTUBRO DE 2022";"11/03/2022 00:00:00";;"09/24/2025 00:00:00"
"CLORFLUAZUROM";"Quimico";0.0100000000;"C38";"CLORFLUAZUROM";"71422678";"SIM";"Sorgo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN Nº 191, DE 31 DE OUTUBRO DE 2022";"11/03/2022 00:00:00";;"09/24/2025 00:00:00"
"CLORFLUAZUROM";"Quimico";0.0200000000;"C38";"CLORFLUAZUROM";"71422678";"SIM";"Aveia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN Nº 191, DE 31 DE OUTUBRO DE 2022";"11/03/2022 00:00:00";;"09/24/2025 00:00:00"
"CLORFLUAZUROM";"Quimico";0.0100000000;"C38";"CLORFLUAZUROM";"71422678";"SIM";"Cana-de-açúcar";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 1.445, DE 17 DE ABRIL DE 2014";"04/22/2014 00:00:00";;"09/24/2025 00:00:00"
"CLORFLUAZUROM";"Quimico";0.0100000000;"C38";"CLORFLUAZUROM";"71422678";"SIM";"Milho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CLORFLUAZUROM";"Quimico";1.0000000000;"C38";"CLORFLUAZUROM";"71422678";"SIM";"Repolho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CLORFLUAZUROM";"Quimico";1.0000000000;"C38";"CLORFLUAZUROM";"71422678";"SIM";"Couve";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 4.896, DE 26 DE NOVEMBRO DE 2020";"11/30/2020 00:00:00";;"09/24/2025 00:00:00"
"CLORFLUAZUROM";"Quimico";0.0100000000;"C38";"CLORFLUAZUROM";"71422678";"SIM";"Lentilha";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN Nº 191, DE 31 DE OUTUBRO DE 2022";"11/03/2022 00:00:00";;"09/24/2025 00:00:00"
"CLORFLUAZUROM";"Quimico";0.0200000000;"C38";"CLORFLUAZUROM";"71422678";"SIM";"Centeio";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN Nº 191, DE 31 DE OUTUBRO DE 2022";"11/03/2022 00:00:00";;"09/24/2025 00:00:00"
"CLORFLUAZUROM";"Quimico";0.0500000000;"C38";"CLORFLUAZUROM";"71422678";"SIM";"Algodão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CLORFLUAZUROM";"Quimico";0.1000000000;"C38";"CLORFLUAZUROM";"71422678";"SIM";"Citros";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO N º 712, DE 28 DE FEVEREIRO DE 2013";"03/01/2013 00:00:00";;"09/24/2025 00:00:00"
"CLORFLUAZUROM";"Quimico";0.0100000000;"C38";"CLORFLUAZUROM";"71422678";"SIM";"Amendoim";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 4.896, DE 26 DE NOVEMBRO DE 2020";"11/30/2020 00:00:00";;"09/24/2025 00:00:00"
"CLORFLUAZUROM";"Quimico";0.0100000000;"C38";"CLORFLUAZUROM";"71422678";"SIM";"Grão-de-bico";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN Nº 191, DE 31 DE OUTUBRO DE 2022";"11/03/2022 00:00:00";;"09/24/2025 00:00:00"
"Cianamida";"Quimico";999.0000000000;"C39";"Cianamida";"420042";"SIM";"Quiuí";"Não estabelecido";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 146, DE 29 DE ABRIL DE 2022";"05/04/2022 00:00:00";;"09/24/2025 00:00:00"
"Cianamida";"Quimico";999.0000000000;"C39";"Cianamida";"420042";"SIM";"Figo";"Não estabelecido";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 146, DE 29 DE ABRIL DE 2022";"05/04/2022 00:00:00";;"09/24/2025 00:00:00"
"Cianamida";"Quimico";999.0000000000;"C39";"Cianamida";"420042";"SIM";"Uva";"Não estabelecido";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"Cianamida";"Quimico";999.0000000000;"C39";"Cianamida";"420042";"SIM";"Nectarina";"Não estabelecido";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 146, DE 29 DE ABRIL DE 2022";"05/04/2022 00:00:00";;"09/24/2025 00:00:00"
"Cianamida";"Quimico";999.0000000000;"C39";"Cianamida";"420042";"SIM";"Pera";"Não estabelecido";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 146, DE 29 DE ABRIL DE 2022";"05/04/2022 00:00:00";;"09/24/2025 00:00:00"
"Cianamida";"Quimico";999.0000000000;"C39";"Cianamida";"420042";"SIM";"Maçã";"Não estabelecido";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"Cianamida";"Quimico";999.0000000000;"C39";"Cianamida";"420042";"SIM";"Ameixa";"Não estabelecido";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 146, DE 29 DE ABRIL DE 2022";"05/04/2022 00:00:00";;"09/24/2025 00:00:00"
"Cianamida";"Quimico";999.0000000000;"C39";"Cianamida";"420042";"SIM";"Pêssego";"Não estabelecido";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"Cianamida";"Quimico";999.0000000000;"C39";"Cianamida";"420042";"SIM";"Caqui";"Não estabelecido";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 146, DE 29 DE ABRIL DE 2022";"05/04/2022 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.0500000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Cebola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.4000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Algodão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN Nº 190, DE 31 DE OUTUBRO DE 2022";"11/03/2022 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";3.0000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Arroz";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN Nº 371, DE 5 DE JUNHO DE 2025";"06/09/2025 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";1.0000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Couve";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";2.0000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Pitanga";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO  Nº 708, DE 28 DE FEVEREIRO DE 2013";"03/01/2013 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.1000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Feijão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"06/08/2025 00:00:00";"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";2.0000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Framboesa";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO  Nº 708, DE 28 DE FEVEREIRO DE 2013";"03/01/2013 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.2000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Repolho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.1000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Feijões";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";"06/08/2025 00:00:00";"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.0500000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Chalota";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN N° 214, DE 1° DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.4000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Berinjela";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN N° 214, DE 1° DE MARÇO DE 2023";"03/08/2023 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.2000000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Grão-de-bico";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN Nº 371, DE 5 DE JUNHO DE 2025";"06/09/2025 00:00:00";;"09/24/2025 00:00:00"
"CLORFENAPIR";"Quimico";0.0500000000;"C40";"CLORFENAPIR";"122453730";"SIM";"Milho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
